"","LotFrontage","LotArea","GrLivArea","BedroomAbvGr","Fireplaces","GarageArea","WoodDeckSF","SalePrice","TotBathrooms","Age","HouseQC","TotalSqFeet","TotalPorchSF","LandContourLvl","CentralAir","KitchenQual","GarageQual","Remod","IsNew","Location","Railroad","Amenities","NeighRich","Two_Story_dum","BsmtQC","FlatRoof_dum"
"17",0.296710941292182,0.453890133911442,-1.10516331320549,-1.05548368807522,0.603372988152612,0.00296149383173908,-0.963702640901991,-0.349192575666407,-0.306119747430679,0.853682320925955,0.149004385887988,-0.488721153881891,-1.47489243038047,1,1,3,3,0,0,2,0,0,1,0,2.33333333333333,0
"18",0.255435322061719,0.373962554304414,-0.312061818752887,-1.05548368807522,-0.949322365529688,0.17265243830636,-0.963702640901991,-1.65017985233795,-0.306119747430679,0.80502978308657,-1.19466309390986,-1.04594900109478,-1.47489243038047,1,1,3,3,0,0,1,0,0,1,0,0,0
"19",-0.00475644698787515,0.840201748332819,-0.782200444434016,0.17760987564456,-0.949322365529688,0.455470679097396,-0.963702640901991,-0.181560273263881,0.319255920500502,-0.897809041291909,-0.858746223960395,-0.190739222170549,0.665670665166347,1,1,4,3,0,0,3,1,0,1,0,2.33333333333333,0
"21",1.27025229071364,0.913110513056564,1.57156252942769,1.41070343936435,0.603372988152612,1.76114822408268,1.14661680568334,1.66577105568838,1.57000725636286,-1.09241919264945,0.82083812578691,0.648054250494769,0.854428163735859,1,1,4,3,1,0,4,0,0,2,1,3.66666666666667,0
"22",-0.442368103114391,-0.35111101568256,-0.798977783979684,0.17760987564456,0.603372988152612,-0.939765975471713,-0.963702640901991,-0.521059387334802,-1.55687108329304,1.6807754641955,0.484921255837449,-1.48384800635121,0.985802711345749,0,1,4,3,1,0,1,0,0,0,0,2.33333333333333,0
"23",0.377614701552581,0.173895269880137,0.700070587017588,0.17760987564456,0.603372988152612,0.257497910543671,1.01683699025198,0.771145300000496,-0.306119747430679,-0.800503965613139,0.82083812578691,-0.135706155662011,0.869091392614275,1,1,4,3,0,0,3,0,0,1,0,2.66666666666667,0
"24",-1.21226491516857,-1.4608461196153,-0.936558613265195,0.17760987564456,0.603372988152612,0.436616129711327,0.812001855203512,-0.7032067337965,-0.306119747430679,0.415809480371489,-0.186912484061474,0.0231785813002969,0.700217823507986,1,1,3,3,0,0,1,0,0,0,0,2.66666666666667,0
"25",0.255435322061719,-0.152257906528225,-0.936558613265195,0.17760987564456,0.603372988152612,-0.986902348936885,1.3482362457885,-0.264015542329195,-0.306119747430679,-0.654546352094983,0.82083812578691,0.0466161262427228,0.608461183901686,1,1,4,3,1,0,1,0,0,1,0,2.66666666666667,0
"26",1.52677498709454,0.915173858425242,0.342697087465311,0.17760987564456,0.603372988152612,1.93555280590382,-0.963702640901991,1.05054904188185,-0.306119747430679,-0.995114116970679,0.82083812578691,-0.45710350373635,0.392402584993492,1,1,4,3,0,0,4,0,0,2,0,2.66666666666667,0
"27",-0.289375456879063,-0.417621636174761,-1.44482579584611,0.17760987564456,-0.949322365529688,0.455470679097396,1.11674990432604,-0.607653135124311,-0.93149541536186,-0.605893814255598,-0.186912484061474,-0.42238703412191,0.139979780785096,1,1,4,3,1,0,2,0,0,1,0,2.66666666666667,0
"28",1.17968702160227,0.494708325229082,0.538391931799292,0.17760987564456,0.603372988152612,1.37934359901478,-0.963702640901991,1.50793214438151,0.944631588431683,-0.995114116970679,0.82083812578691,1.22626448525938,0.341032701144761,1,1,4,3,1,0,4,0,0,2,0,3,0
"29",-1.01647367978709,1.18339728511064,0.342697087465311,-1.05548368807522,2.15606834183491,-0.75593411895754,1.21650030509175,0.505474162040967,-0.306119747430679,-0.654546352094983,-0.522829354010935,1.1828790582007,1.09154481058462,1,1,3,3,1,0,2,0,0,1,0,3.33333333333333,0
"30",-0.289375456879063,-0.671403236433179,-3.14801187564531,-2.28857725179501,-0.949322365529688,-1.1283114693324,0.541479469566795,-2.35462531917033,-1.55687108329304,1.72942800203489,-0.858746223960395,-3.5964090343608,0.592978630849817,1,0,2,2,1,0,2,2,0,1,0,2.33333333333333,0
"32",0.255435322061719,-0.0828072208359704,-0.479512177260415,0.17760987564456,-0.949322365529688,-0.982188711590368,-0.963702640901991,-0.343137802654907,-0.93149541536186,-0.995114116970679,-0.522829354010935,-1.19654243128992,0.460111826964498,1,1,4,3,1,0,1,0,0,1,0,2.33333333333333,0
"33",0.752623746113961,0.42018624344408,-0.464369000972455,0.17760987564456,-0.949322365529688,0.0218160432178081,-0.963702640901991,0.137139829538644,-0.306119747430679,-1.04376665481006,0.82083812578691,-1.18292369149396,0.111104571638126,1,1,4,3,0,0,3,0,0,1,0,3.66666666666667,0
"34",0.171160146879297,0.330146123963108,0.531088598509366,1.41070343936435,0.603372988152612,-0.15258853860333,-0.963702640901991,-0.0781621516839096,-0.306119747430679,1.38886023715919,-0.858746223960395,1.02395699189174,0.217134196825055,1,1,4,3,0,0,2,0,0,1,0,2.33333333333333,0
"35",-0.289375456879063,-0.387157611512916,0.266015163985326,-1.05548368807522,0.603372988152612,0.361197932167051,1.08248652131757,1.25563821441708,0.944631588431683,-0.995114116970679,1.82858873563529,1.01984013327403,0.313033042810626,1,1,5,3,0,0,4,0,0,2,0,3,0
"36",1.47161508177521,0.800225469113807,1.66942313087339,1.41070343936435,0.603372988152612,0.997538973946881,0.858587556845251,1.53310930483715,1.57000725636286,-1.04376665481006,0.82083812578691,0.736063400095988,0.139979780785096,1,1,4,3,1,0,4,0,0,2,1,3.66666666666667,0
"37",1.58094984127603,0.386251918737225,-0.829973346401244,0.17760987564456,-0.949322365529688,0.907979864363053,1.33476834115912,-0.419418114762142,-0.93149541536186,-0.411283662898058,-0.858746223960395,-1.51172330090115,0.453060500449302,1,1,3,3,1,0,3,0,0,1,0,2.66666666666667,0
"38",0.337432508614405,-0.0855567694914464,-0.309665369525455,0.17760987564456,0.603372988152612,0.0878069660690498,-0.963702640901991,-0.280827523989133,-0.93149541536186,-0.168020973701132,-0.522829354010935,0.801412784662714,-1.47489243038047,1,1,3,3,1,0,2,0,0,1,0,2.33333333333333,0
"40",-0.0503770242000872,-0.761287273876393,-0.677995875027729,-1.05548368807522,-0.949322365529688,-2.25958443249655,-0.963702640901991,-1.89041056381411,-0.306119747430679,1.48616531283796,-1.19466309390986,-1.37504512994643,-1.47489243038047,1,0,2,0,0,0,1,0,0,1,0,0,0
"42",1.66044027227019,1.2521785993853,-0.236276980570136,-1.05548368807522,2.15606834183491,-0.80778412976923,-0.963702640901991,-0.00893092574412402,-0.306119747430679,1.24290262364104,0.149004385887988,0.55110191938902,0.674552725740867,1,1,3,3,0,0,4,0,0,1,0,3.33333333333333,0
"43",0.0401882449112818,0.0576518971801252,-1.50053869000198,-1.05548368807522,-0.949322365529688,0.116088790148153,1.14661680568334,-0.437277210333211,-0.306119747430679,0.0752417154957933,-0.186912484061474,-0.248497744568362,-1.47489243038047,1,1,4,3,0,0,3,0,0,1,0,3.33333333333333,0
"44",0.171160146879297,0.0619093957057899,-1.31637609359619,0.17760987564456,-0.949322365529688,-0.80778412976923,0.953779828449748,-0.696262893661677,-0.306119747430679,0.269851866853334,-0.522829354010935,-0.272920395100702,-1.47489243038047,1,1,3,3,1,0,3,0,0,1,0,3.33333333333333,0
"45",0.171160146879297,-0.225003435785764,-0.683394127631337,0.17760987564456,-0.949322365529688,-0.845493228541368,-0.963702640901991,-0.491608243579431,-0.306119747430679,1.19425008580165,-0.522829354010935,-0.0741094865526022,-1.47489243038047,1,1,3,3,0,0,2,0,0,1,0,2.33333333333333,0
"46",-0.240045732346859,-0.29697885422894,0.624719541630564,-1.05548368807522,0.603372988152612,0.455470679097396,1.06905220931855,1.62257274416643,0.944631588431683,-0.849156503452524,1.82858873563529,0.443081969177984,0.565961987250995,1,1,5,3,0,0,4,0,0,2,0,3,0
"48",0.71714133911203,0.428490498990503,0.44959895572553,0.17760987564456,-0.949322365529688,1.63388001572671,-0.963702640901991,0.983224267099212,-0.306119747430679,-1.04376665481006,0.82083812578691,-0.320751048437978,0.829953409193251,1,1,4,3,0,0,4,0,0,1,0,3.33333333333333,0
"49",-2.0626201304733,-1.35625647012863,0.0410920588524662,-1.05548368807522,-0.949322365529688,-2.25958443249655,-0.963702640901991,-1.06288685229608,-0.306119747430679,-1.04376665481006,-1.19466309390986,-0.728346493167562,0.665670665166347,1,1,3,0,1,0,2,0,0,1,1,2.33333333333333,0
"50",-0.00475644698787515,-0.275637421395975,-1.26058602044891,0.17760987564456,-0.949322365529688,-0.440120416740883,-0.963702640901991,-0.761471705100729,-0.306119747430679,0.90233485876534,-0.186912484061474,-0.258241223802254,-1.47489243038047,1,1,3,3,0,0,1,0,0,1,0,2.33333333333333,0
"51",-0.0966941256295953,0.86490182864635,0.079375079337131,0.17760987564456,-0.949322365529688,-0.430693142047849,-0.963702640901991,0.0952009183943169,0.319255920500502,-0.605893814255598,-0.186912484061474,-0.367721870772055,0.525269388878811,1,1,3,3,0,0,3,0,0,1,1,3.33333333333333,0
"52",-0.7158604971202,-0.697561312637438,-0.613937450443956,0.17760987564456,0.603372988152612,0.229216086464568,0.855197596673457,-1.02885615015363,-1.55687108329304,1.63212292635612,-0.186912484061474,-0.57118436183605,-1.47489243038047,1,1,3,3,1,0,2,0,0,1,0,2.33333333333333,0
"53",1.52677498709454,-0.0993627729756392,-1.74913012970107,-1.05548368807522,-0.949322365529688,0.17265243830636,0.834205591527998,-1.13232486361033,-0.306119747430679,1.19425008580165,-1.53057996385932,-0.401762165866138,-1.47489243038047,0,0,3,3,0,0,1,2,0,0,0,3.66666666666667,0
"54",0.0844767864423321,3.38436813973535,0.780394623687998,-3.5216708155148,0.603372988152612,1.95440735528988,1.63518525923082,2.10059721227684,0.319255920500502,-0.168020973701132,1.15675499573637,1.84968362528693,0.506668771145307,0,1,4,3,1,0,4,0,0,1,0,4,0
"55",-0.289375456879063,-0.43563671275097,-0.162295373932639,0.17760987564456,0.603372988152612,0.436616129711327,-0.963702640901991,-0.701220872204718,-1.55687108329304,1.43751277499858,-1.81850870953028,-0.216262509099471,0.341032701144761,0,1,3,3,0,0,2,0,0,1,0,2.33333333333333,0
"56",1.24036326849992,0.258971039637826,-0.0172310150075152,0.17760987564456,0.603372988152612,0.455470679097396,-0.963702640901991,0.145732398682946,-0.306119747430679,1.0482924722835,-0.522829354010935,0.0451570206990474,1.30142883968297,1,1,3,3,0,0,2,0,0,1,0,2.33333333333333,0
"58",0.890543460216015,0.522967493836156,0.567434923741017,0.17760987564456,-0.949322365529688,0.403620668285706,-0.963702640901991,0.364909840384259,0.319255920500502,-0.995114116970679,0.484921255837449,-0.254989623771921,0.49383869847245,1,1,4,3,0,0,3,0,0,1,1,2.66666666666667,0
"59",-0.00475644698787515,0.838343760335305,2.23886659456245,0.17760987564456,0.603372988152612,0.761857106621018,1.06115946095375,2.43802839274894,1.57000725636286,-1.09241919264945,2.16450560558475,1.24818200804318,0.205137342699408,0,1,4,3,0,1,4,0,0,2,1,4,0
"60",-0.289375456879063,-0.417621636174761,-1.8892516322223,-1.05548368807522,-0.949322365529688,-0.60038408652247,1.06905220931855,-0.804500216010003,-1.55687108329304,0.659072169568415,-0.186912484061474,-0.806408106602448,-1.47489243038047,0,1,3,3,0,0,3,0,0,1,0,3,0
"61",-0.143729350204866,0.749115790635631,-0.661857122264113,0.17760987564456,-0.949322365529688,0.455470679097396,-0.963702640901991,-0.197841908269525,0.319255920500502,-0.995114116970679,-0.522829354010935,0.30157814436651,0.341032701144761,1,1,4,3,0,0,3,1,0,1,0,2.66666666666667,0
"62",-0.289375456879063,-0.417621636174761,-0.790577798541452,0.17760987564456,-0.949322365529688,-0.902056876699575,-0.963702640901991,-1.35260640009871,-1.55687108329304,-0.557241276416213,-0.186912484061474,-1.47629363243402,0.823626557988102,1,0,2,3,1,0,1,0,0,0,1,2,0
"63",-1.21226491516857,-0.635238225613146,-0.139532514450229,-1.05548368807522,0.603372988152612,0.0218160432178081,0.881516092416151,0.442528741967752,-0.306119747430679,-1.04376665481006,0.82083812578691,-0.842259568323876,0.331886799994398,1,1,4,3,0,0,4,0,0,2,0,3.33333333333333,0
"64",-0.832556084670945,0.282858290927051,0.549314868273289,0.17760987564456,-0.949322365529688,0.00296149383173908,0.0231821196816147,-0.509975783767055,-0.306119747430679,1.82673307771366,0.149004385887988,-0.271285565641097,0.525269388878811,0,1,3,3,1,0,2,1,0,1,1,2.33333333333333,0
"65",0.171160146879297,0.0987725433463249,1.08853898746027,0.17760987564456,-0.949322365529688,0.780711656007087,1.48252797365519,0.650559753261007,1.57000725636286,-0.557241276416213,-0.186912484061474,1.07995764879258,0.1928205350345,1,1,4,3,1,0,3,0,0,1,1,2.66666666666667,0
"66",0.417271622008255,0.143334893306288,1.69592917613668,1.41070343936435,0.603372988152612,1.75643458673616,1.06115946095375,1.59907171059221,0.319255920500502,-0.995114116970679,0.82083812578691,0.759901129156007,0.845401435058213,1,1,4,3,1,0,4,0,0,2,1,3.66666666666667,0
"67",0.296710941292182,1.57129180462305,1.34223841119034,0.17760987564456,0.603372988152612,0.455470679097396,1.23342978336134,0.138573912670274,0.944631588431683,-0.0707158980223621,-1.14667496963136,1.40865114395211,-1.47489243038047,1,1,3,3,1,0,2,0,1,1,0,3.66666666666667,0
"68",0.255435322061719,0.350985021402506,0.0983412746833773,0.17760987564456,-0.949322365529688,0.370625206860085,0.951135433225845,0.725869830804053,0.944631588431683,-0.897809041291909,0.484921255837449,0.781294887021423,0.0959604963701513,1,1,4,3,0,0,3,0,0,1,0,3.33333333333333,0
"69",-1.01647367978709,-1.29064410816976,-2.02349086906964,-1.05548368807522,-0.949322365529688,-1.22258421626275,-0.963702640901991,-1.95413269042952,-1.55687108329304,1.82673307771366,-0.186912484061474,-2.58509154769742,-1.47489243038047,1,1,3,3,1,0,2,1,0,1,0,2.33333333333333,0
"70",0.60813399974159,1.09412526536578,1.45290463674367,0.17760987564456,0.603372988152612,0.884411677630467,-0.963702640901991,0.714425752512048,-0.306119747430679,1.48616531283796,0.149004385887988,1.19548191685059,0.794031551209482,1,1,3,3,0,0,2,0,0,1,1,2.33333333333333,0
"71",1.08633469559749,0.833906040273795,1.36468899766618,0.17760987564456,2.15606834183491,0.17265243830636,1.23215363628589,0.923632283290572,0.944631588431683,0.561767093889644,0.82083812578691,2.17521911778244,-1.47489243038047,1,1,3,3,0,0,2,0,0,1,0,3.66666666666667,0
"72",0.128128060621999,-0.312109072870106,-1.6406736884735,-1.05548368807522,-0.949322365529688,-0.562674987750332,-0.963702640901991,-0.711165497152849,-0.306119747430679,-1.04376665481006,-0.858746223960395,-0.810368979376574,-1.47489243038047,1,1,3,3,1,0,2,0,0,1,0,2.33333333333333,0
"73",0.337432508614405,0.25242293716146,0.563819350404937,0.17760987564456,0.603372988152612,-0.246861285533676,-0.963702640901991,0.209280602161898,0.319255920500502,-0.557241276416213,-0.186912484061474,-0.258241223802254,1.27582842266877,1,1,3,3,0,0,3,0,0,1,1,2.66666666666667,0
"74",0.752623746113961,0.263771877977862,-0.861280997535716,0.17760987564456,-0.949322365529688,0.0500978672969117,-0.963702640901991,-0.421198472932933,-0.306119747430679,-0.751851427773754,-0.186912484061474,-0.178064409712854,-1.47489243038047,1,1,3,3,1,0,2,0,0,1,0,2.33333333333333,0
"75",-0.289375456879063,-0.843979291793592,0.352392738348009,0.17760987564456,-0.949322365529688,-0.473115878166504,-0.963702640901991,-1.19405384290803,-0.306119747430679,1.82673307771366,0.149004385887988,-0.448383896699293,0.979027241440487,1,0,3,3,1,0,2,0,0,1,1,2,0
"76",-3.38324944538703,-3.36434187340954,-1.15506436764515,-1.05548368807522,-0.949322365529688,-0.859634140580919,0.881516092416151,-1.62166444226517,-0.306119747430679,0.659072169568415,-1.19466309390986,-0.73219825095424,0.661164747324163,1,1,3,3,0,0,1,0,0,0,1,3.66666666666667,0
"77",0.296710941292182,-0.0986701541677354,-1.27035887098331,-1.05548368807522,-0.949322365529688,-0.925625063432161,-0.963702640901991,-0.58953000461995,-1.55687108329304,1.43751277499858,-0.522829354010935,-1.30794806360979,-1.47489243038047,1,1,3,3,0,0,2,0,0,1,0,2.33333333333333,0
"78",-0.832556084670945,-0.0620812865584402,-0.338545385671865,-1.05548368807522,-0.949322365529688,-1.1283114693324,-0.963702640901991,-0.761471705100729,-0.306119747430679,-0.751851427773754,-1.81850870953028,-0.350855862399837,-1.47489243038047,1,1,3,3,1,0,2,0,0,1,1,2.33333333333333,0
"79",0.255435322061719,0.371604302219684,0.652970890720241,1.41070343936435,-0.949322365529688,-2.25958443249655,-0.963702640901991,-0.575311633049128,-0.306119747430679,0.950987396604725,-1.19466309390986,-0.178064409712854,-1.47489243038047,1,0,3,0,0,0,1,0,0,1,0,2.33333333333333,0
"80",-0.289375456879063,0.309270279572902,-0.474456253026647,-1.05548368807522,-0.949322365529688,-0.185584000028951,0.697485409791809,-1.13232486361033,-0.93149541536186,0.269851866853334,-0.522829354010935,-1.19199547791247,0.769626097126972,1,1,3,3,1,0,2,0,0,1,1,2.33333333333333,0
"81",1.24036326849992,0.738310336107284,1.24932847592449,1.41070343936435,0.603372988152612,0.13965697688074,-0.963702640901991,0.325207001351517,0.319255920500502,0.90233485876534,0.484921255837449,0.889115016667003,1.19638409254703,1,1,4,3,0,0,2,0,0,1,1,2.66666666666667,0
"82",-2.15318539958467,-1.33703607940733,-0.21529112328024,-1.05548368807522,-0.949322365529688,-0.350561307157055,-0.963702640901991,-0.27240784268533,0.944631588431683,-0.703198889934369,0.149004385887988,0.832422417247365,0.972150892353203,1,1,3,3,0,0,2,0,0,1,0,3.33333333333333,0
"83",0.495063351342542,0.264922328427765,0.269993914008289,0.17760987564456,0.603372988152612,1.31335267616354,0.951135433225845,0.934187047758516,-0.306119747430679,-1.04376665481006,0.149004385887988,-0.464098818731414,0.652018846173801,1,1,4,3,0,0,4,0,0,1,0,2.66666666666667,0
"84",0.5709100822354,-0.0047060876164389,-0.921939908770015,0.17760987564456,-0.949322365529688,-0.0865976157520889,0.697485409791809,-0.771651704533668,-0.93149541536186,1.19425008580165,-0.858746223960395,-1.59443175380509,-1.47489243038047,1,1,3,3,0,0,2,0,0,1,0,2.33333333333333,0
"85",-0.0966941256295953,-0.0860154035009166,0.0878187850518747,0.17760987564456,0.603372988152612,-0.374129493889642,0.881516092416151,-0.0318022567388252,0.319255920500502,-0.459936200737443,-0.186912484061474,-0.686323662981496,0.506668771145307,1,1,3,3,1,0,3,0,0,1,1,2.66666666666667,0
"86",1.81343291850552,1.15173631623402,1.6247380074307,1.41070343936435,0.603372988152612,-0.0818839784055716,0.903154773425935,1.08753730410347,0.319255920500502,-0.411283662898058,0.82083812578691,0.69587664816601,0.565961987250995,1,1,4,3,1,0,4,0,0,2,1,2.66666666666667,0
"87",1.83819804554395,0.567152892490407,0.264023878154425,0.17760987564456,0.603372988152612,-0.374129493889642,0.812001855203512,0.0510864738314024,0.319255920500502,-0.897809041291909,0.149004385887988,-0.527856821675968,0.217134196825055,1,1,4,3,0,0,3,0,0,1,1,3.33333333333333,0
"88",-1.49467437564299,-1.59153757367844,-0.489648755817677,-1.05548368807522,-0.949322365529688,0.229216086464568,-0.963702640901991,-0.0938023888271428,0.319255920500502,-1.09241919264945,0.149004385887988,-1.20565857860059,1.04663305649012,1,1,4,3,0,1,4,0,0,1,1,3.33333333333333,0
"90",-0.289375456879063,-0.194464439747397,-1.14878276405689,0.17760987564456,-0.949322365529688,-2.25958443249655,-0.963702640901991,-0.831500976850462,-0.306119747430679,-0.508588738576828,-1.19466309390986,-0.495796112016418,-1.47489243038047,1,1,3,0,1,0,3,0,0,1,0,2.66666666666667,0
"91",-0.289375456879063,-0.417621636174761,-0.995730574356125,-1.05548368807522,-0.949322365529688,-0.279856746959296,-0.963702640901991,-1.13467195190209,-1.55687108329304,1.63212292635612,-1.19466309390986,-1.66079404497029,0.0959604963701513,1,1,3,3,0,0,2,0,0,1,0,0,0
"93",0.5709100822354,0.791750557044652,-1.23145042521482,-1.05548368807522,-0.949322365529688,-0.223293098801089,-0.963702640901991,-0.109537993277699,-0.306119747430679,-0.946461579131294,0.484921255837449,-0.325746064432982,0.283225738664235,0,1,3,3,1,0,3,0,0,1,0,2.66666666666667,0
"95",0.128128060621999,0.0908267975035745,0.684449826021764,0.17760987564456,-0.949322365529688,0.96454351252126,-0.963702640901991,0.471044327091799,1.57000725636286,-0.605893814255598,0.149004385887988,0.71546806853906,0.877670950449708,1,1,4,3,0,0,3,0,0,1,1,2.66666666666667,0
"96",-0.0966941256295953,0.178508553224599,0.079375079337131,0.17760987564456,0.603372988152612,-0.279856746959296,1.13362796078412,0.209280602161898,0.319255920500502,-0.313978587219288,2.50042247553422,-0.159159262477964,0.445899846695944,1,1,3,3,0,0,3,0,0,1,1,3,0
"97",0.495063351342542,0.276008612014664,0.319303426883932,0.17760987564456,-0.949322365529688,-0.034747604940399,0.986598754124425,0.585072999182401,-0.306119747430679,-0.751851427773754,0.484921255837449,1.05667547218209,0.0959604963701513,1,1,4,3,0,0,3,0,0,1,0,3.33333333333333,0
"98",0.296710941292182,0.397390046868642,-1.24436588602168,0.17760987564456,-0.949322365529688,-0.223293098801089,0.881516092416151,-1.5174530119073,-0.306119747430679,0.950987396604725,-1.19466309390986,-0.674971648564681,-1.47489243038047,0,1,3,3,0,0,1,0,0,1,0,2.33333333333333,0
"100",0.456416825972015,0.0872616477436255,-0.4871115115164,0.17760987564456,-0.949322365529688,-2.25958443249655,1.29346782018178,-0.722149029266845,0.319255920500502,1.38886023715919,-1.19466309390986,-0.137263591353069,-1.47489243038047,1,1,3,0,0,0,2,0,0,1,0,2.33333333333333,0
"101",0.5709100822354,0.339578780740455,0.362058250385441,0.17760987564456,2.15606834183491,0.00296149383173908,1.01006688026522,0.47419336259377,0.944631588431683,-0.654546352094983,0.149004385887988,1.11700954316096,0.480642003104848,1,1,4,3,1,0,3,0,0,1,0,2.66666666666667,0
"102",0.456416825972015,0.0631848407805706,0.589040518848366,0.17760987564456,0.603372988152612,-0.01589305555433,1.06115946095375,0.109739730544666,0.319255920500502,0.123894253335178,0.149004385887988,-0.235559025309054,0.303309464392389,1,1,4,3,0,0,3,0,0,1,1,2.66666666666667,0
"103",-0.0966941256295953,-0.4677072047577,0.213822711543145,1.41070343936435,-0.949322365529688,-0.326993120424469,-0.963702640901991,-0.930157309010003,-0.306119747430679,0.367156942532104,-1.53057996385932,-0.573004326567397,-1.47489243038047,0,1,3,3,0,0,3,0,0,1,0,0,0
"104",1.05456779575333,0.302136492964413,-0.484576335902107,0.17760987564456,-0.949322365529688,1.22850720392623,-0.963702640901991,0.396238101497782,-0.306119747430679,-1.04376665481006,-0.186912484061474,-1.20109679013215,0.1928205350345,1,1,4,3,0,0,3,0,0,1,0,2.66666666666667,0
"105",-0.289375456879063,-0.271598647828317,0.739637390635615,1.41070343936435,2.15606834183491,-1.1283114693324,-0.963702640901991,-0.0165322027191739,-0.93149541536186,1.6807754641955,-1.19466309390986,0.224627396752818,0.936144127132233,1,1,3,3,1,0,1,0,0,0,1,2.33333333333333,0
"106",0.377614701552581,0.0987725433463249,1.02369329364242,0.17760987564456,0.603372988152612,0.794852568046639,0.940372270126675,0.986322890494556,0.319255920500502,-0.897809041291909,0.82083812578691,0.155338031487196,0.293376760810764,1,1,4,3,1,0,4,0,0,1,1,3,0
